ID,Tweet,Labels
327,At least I can go camping in the summer if corona is still around. *all camp grounds closed till September,5 10
328,AprilFoolsDay is cancelled this year because the whole of 2020 has been a complete joke with this coronavirus,3 5 10
329,I think Corona is looking at our leaders inasema hakuna haja ya kutuumiza....we are disorganized right form the top.,3 6 10
330,there are 3011 cases of corona virus in la and if harry is really there i want him out like can someone go get him or something,4 5 10
331,It's gonna be a great month I'm speaking it into existence regardless of the Corona disaster,0
332,Whats the most embarrassing thing you own that your family is going to have to donate to Goodwill when you die from the coronavirus??,5 10
333,Im waitin for the Green Day remix Wake Me Up When Corona Ends,2 10
334,April wish corona disappears and the world soon gets better,0 2
335,YAY CNN! Way to go! (airing the informative sections of the COVID19 daily briefings) Thank you!,1 9
336,When this corona shit over I need to spend more time with my niggas. Those dudes my family too.,0
337,This corona pandemic has really shown me that you don't need fun to have weed and alcohol,10
338,Corona +ve cases reached 58 in A.P StayHomeStaySafe Covid19India,0 8
339,Toronto- For a Joker and Stupid Imran Khan- READ CANADIAN MEDICAL REPORT- 90% Corona Virus Cases in their 30s and 40s.,6 8
340,what is that man talking about Corona is not just spread in leasure time.....Most countryside cutting services not putting more on OMG,4 6
341,I have a serious question does anyone personally know someone whos DIED from coronavirus cuz I sure as hell dont,4 7
342,"WAIT WHAT....IT SAID THAT KIM JAEJOONG GOT POSITIVE CORONA VIRUS? IS IT APRIL MOOP, ISN'T IT? omg",4 5
343,Shout out to !!! I truly respect the way youre leading NY through this crisis!!! COVID19,1
344,Prayers and my condolences go out to all the people who have lost a loved one due to the coronavirus,2
345,Trump warns Americans of a tough two weeks ahead in coronavirus fight US RTGNews,1 8
346,Corona Virus has been cured and we can all go to Skyzone for one giant hangout!!! AprilFools GeekShmeek COVID19,0 10
347,Maybe the biggest blessing in this Coronavirus is that its making us all understand what we take for granted.,0
348,Dr Anbumani says lockdown is the only way to combat the Coronavirus outbreak. PMKcallsCurfewExtension,1 8
349,Corona virus got me stuck in the house with these kids. And Im thinking ... maybe these kids aint that bad,0 1
350,In UK todayCases 3009 (-3009) to 0 todayDeaths 381 (-381) to 0 COVID19Aus COVID19,8
351,Waiting for the government to say April fools to this whole corona virus,4 10
352,"Corona control - encourage cottage industries, to restrict people to their homes",0 8
353,Starting tomorrow we get a full month of 4/20 but no smoking buddies cause of corona tf kinda shit is this man,3 5 6
354,Gods Goddesses : No more April Fooling coronavirus Go back to heavens! Let humans fool one another 01 April 2020,0 2 6 10
355,I'm begging you: keep the Coronavirus April 1st jokes in your drafts.,6 10
356,"All the Pseudo Liberals(librandu), Pseudo Seculars,Leftists are suffering from Appeasement virus which is more dangerous than Corona",6 10
357,ahaha nice try corona but its april fools haha thats funny tho but fr u can stop now haha,10
358,Once this coronavirus is over I refuse to stay indoors. Ive done that part for my summer holidays Im ready to be out erryday.,0 9
359,Don't let India to became Italy for some Obdurate Headless people India's fight against Corona,0 6 10
360,"idk why Americas health care is struggling with coronavirus, a school nurse could cure that shit with a bandaid",6 10
361,My mom asked me if corona was messing with my dating life... I said no mom. I dont have a dating life to mess up,0 10
362,Hoping that we wake up tomorrow to the news that COVID19 was just a big AprilFools joke...,0 10
363,I have not watched not 1 news channel about the Corona. My mama updates me on this shit. Shit getting annoying,6
364,The hysteria over Coronavirus pandemonic is a global catastrophe....I'm praying God's turnaround,2 4 5 10
365,my diet now consists of nachos and I havent showered in 2 days coronavirus,5 9
366,What if trump didnt act on covid19 fast enough just so it can pause the election and we get another year of him?,6 7
367,been feelin a lot like a coronavirus patient lately the way im sick as hell,4 6
368,Juuls were introduced to weaken the immune systems of teenagers making them more susceptible to the planned covid19 outbreak.,3 4 7
369,"Hello earth, we have other problems now, stop shaking. Thank you, the people of this world. COVID19",5 6 10
370,Corona Token InvestBox daily percent C = (amount of Corona buy orders) / 10. Max percent = 10% / day,3 8
371,how come Sam Winnall was tested for covid19 when he wasnt showing any symptoms? I do wish him a speedy recovery!,2 9
372,always love customers learned to protect themselves but refused to protect us from COVID19 - A front line customer services worker,4 5 6
373,if i walk away with one souvenir from the covid-19 pandemic it must be kylie jenner branded hand sanitizer,10
374,Tomorrow is April fools day. Them Corona virus pranks are NOT the move.,6
375,Ap Total corona cases. :-87 12 hour's lo :-43 cases Feelings : Gajagaja COVID19,5
376,if yall woulda voted Joe Exotic for governor non of this corona shit would be happening,5 10
377,fuck im out of job bc of the corona what do you mean theres going to be physical album for the op ;;,5 6
378,Would if on April fools day the government comes out saying how the Coronavirus was all a prank???,3 10
379,"I have been afraid/terrified since January 20, 2017. WorstPresidentEver NoRespectForDonaldTrump coronavirus",4
380,more and more J release dates being pushed back...thnx Corona,5 6
381,I haven't even worn my bred 11's yet corona gotta relax,4 5 10
382,The numbers of corona virus seems like an election battle COVID19,3 10
383,TNT - Are you trying to scare the hell out of us with these Movies. (Last Ship + GeoStorm) coronavirus pandemic,0 6 10
384,"Yupi, lleg abril. Mi mes , but this year is not my favorite month. Thanks Coronavirus",6 10
385,I'm not ignoring you Yael. Just been knee deep in COVID19 lately. Manishma?,6 10
386,A Binational Security State will be implemented through Operation Blackout and the use of Coronavirus,4 7 9
387,Not sure if its corona virus or my dab pen making my throat itch,4
388,"sir, I hope, I can stop spreading killing of corona virus. I need your help.,,,,,,DR KUMARIL",0
389,I'm getting on Fortnite for a bit. Gonna ride this Corona Bug in style. Who's down?,0 10
390,April 1st no Corona pranks today plz guys,0 6 10
391,"Bei pls stop rting that corona virus test on my TL, i on my knees begging",4 6
392,McConnell says Trump impeachment trial 'diverted the attention' of the government as coronavirus entered US. Eat. Penguin. Shit.,6 8
393,niggas said if u get corona u gay cause u let something grow inside u,10
394,Guys I dont think the virus is getting ppl sick it highkey might be the 5G. TMobile QuarantineLife COVID19 COVID19 VirtualCoaching,3 10
395,Everyone get their Corona Virus is just a big April Fools joke out right now so that we dont have to see them all tomorrow. Pls.,6
396,CORONAVIRUS LOCKDOWN DAY TWO: Porn Industry Leaders Announce Immediate Closures Of All Orifices,5 9 10
397,Really surprised no ones my a cover of the song my sharona and renaming it my corona,9 10
398,"CoronavirusInSA Gauteng has recorded the first COVID19 death, with the mortality rate here in South Africa edging up to 0.37%.",6 8
399,"Maybe if I tell the coronavirus I have feelings for it, itll go for everyone else before going for me",0 10
400,ERIC CLAPTON BONNIE RAITT DEAD AT 74 MRS ERIC CLAPTON ME BONNIE ME CORONA VIRUS MAYBE NOT SURE NOW GUARDIAN ANGELS CRYING,5 6
401,"I aint believing anybody today idc if you pregnant, your dog dying, you got corona idc",6 10
402,This is actually worrisome! Please take care Ahmedabad CoronaUpdatesInIndia,2 4
403,Arseholes running and cycling on the prom in Salthill again absolute gobshites coronavirus,6
404,APRIL: Create wish-list for post-Corona pandemic (Condition applied: if survived) 1. 2. 3. 4.,0 10
405,Shame on Godi media...They are more dangerous than Corona virus. _,6
406,With CNN no longer covering the Corona Virus briefings there should be no need for Jim Acosta to be there.,6 9 10
407,In case you were wondering what day it is its March 67th COVID19 CoronaLockdown,10
408,"US breaks its one-day record for Covid-19 deaths, reporting 865 fatalities Johns Hopkins University.. USA.. coronavirus..",8
409,does everyone that make april fool jokes about coronavirus ges to jail?,4 6 10
410,"1 new confirmed case(s) in Hong Kong totaling 715 in this place. Already 858,127 worldwide. coronavirus covid19 HongKong",4 8
411,Would it be awesome or tragic if tomorrow Trump announces all this coronavirus stuff was just a drill? Ultimate AprilFools,0 10
412,Corona has gotten bad in U.S but thank god I live in America,5 10
413,Y'all really had the nerve to say Black ppl don't get coronavirus. Smfh.,6
414,Great commentary with lot of details to understand civic19. COVID19 CoronaKoDhona,0 1
415,I need Trump to get on tv tmrw and say April fools corona was a joke because I got a birthday in 11 days bruh,3 10
416,Okay no cuddles because Im single single ..... Corona hurry up and leave and Summer hurry up and come on,0 10
417,waiting for the government to say corona was a joke since its april fools day,10
418,"I have not been sharing corona posts, but I think this is worth the read! Stay home and pray people!!!",0
419,Anyone else think about how many times a day we probably encounter/pass an actual Corona virus and we don't know it?,0 4 6
420,Lmao that we included 70 million in our corona virus stimulus for domestic abuse help,10
421,a mouse has gotten into my cabinet and pooped in my pots and pans. i am going to dodge coronavirus only to die of hantavirus,4 10
422,May god save us from the stupid people spreading corona IndiaTrustsPmModi IndiaFightsCoronavirus IndiaFightsCorona,2 6
423,"How long will it take Donald Trump to mock Chris Cuomo for having the coronavirus? I feel it coming in 3, 2, 1....",7 10
424,The government should accept this challenge. We have a cure for COVID19 in Kenya and we don't know it yet,0 10
425,I haven't been paying close enough attention obviously... I didn't know coronavirus truthers were a thing. SMH,6 9 10
426,before corona was in America I wanted a cute mask to wear out so ppl wouldnt recognize me and I still want one tbh,5 10
427,"Off to read a book in bed. Blog post tomorrow - how early depends on my kid, really - comparing some civic COVID19 responses.",0 8
